148dc156-4334-4cdc-986f-7ac0500319c1,0101010110,"",12f,Umucyo,5cf0b0dc-0420-4ee3-bac2-d9d0e21baef3
428540bd-6f2d-4f33-b256-1ea1998ed8c1,0101010111,"",12f,Umurabyo,5cf0b0dc-0420-4ee3-bac2-d9d0e21baef3
d817e93a-7d20-46b6-82f8-e2ed389d1ac3,0101010112,"",12f,Umuseke,5cf0b0dc-0420-4ee3-bac2-d9d0e21baef3
6fcf66bd-67dd-4070-a79c-e6661b6e62ba,0101010113,"",12f,Vugizo,5cf0b0dc-0420-4ee3-bac2-d9d0e21baef3
3190b5ba-3722-4130-82b5-3bf6b5021b6d,01010102,[30.0556906#-1.9542083],12e,Akabeza,6f3fca9b-9800-42f8-aeb2-33fe1f212935
13eea93b-5df7-4311-b90a-5fff99719b3f,0101010201,"",12f,Akinyambo,3190b5ba-3722-4130-82b5-3bf6b5021b6d
f1190abb-b70c-4870-b2cf-ef6b093c27f3,0101010202,"",12f,Amayaga,3190b5ba-3722-4130-82b5-3bf6b5021b6d
f855b72c-c661-4912-8eed-c00af4c5f794,0101010203,"",12f,Gitwa,3190b5ba-3722-4130-82b5-3bf6b5021b6d
d874bc39-28b2-4c71-b012-4f6f3ac8bfb3,0101010204,"",12f,Ituze,3190b5ba-3722-4130-82b5-3bf6b5021b6d
691919d0-97b9-49f5-985d-ae91837468b6,0101010205,"",12f,Mpazi,3190b5ba-3722-4130-82b5-3bf6b5021b6d
2c0b89ed-6620-4511-8002-208db4b73591,01010103,[30.0585795#-1.9637435],12e,Gacyamo,6f3fca9b-9800-42f8-aeb2-33fe1f212935
ae35e27b-77a5-44ed-bbcf-34ba5c4ee394,0101010301,"",12f,Amahoro,2c0b89ed-6620-4511-8002-208db4b73591
67002be7-9320-4f58-881f-1a02940f0512,0101010302,"",12f,Impuhwe,2c0b89ed-6620-4511-8002-208db4b73591
07f3725f-d67e-4989-8ba8-02e121409d3e,0101010303,"",12f,Intsinzi,2c0b89ed-6620-4511-8002-208db4b73591
e198af56-985c-49af-b3f7-405ca92393a1,0101010304,"",12f,Kivumu,2c0b89ed-6620-4511-8002-208db4b73591
30b7946d-f652-4a1f-8c10-b68af9f7ac76,0101010305,"",12f,Ubumwe,2c0b89ed-6620-4511-8002-208db4b73591
aaea2e85-18e8-4eac-9354-210491feeb8d,0101010306,"",12f,Urukundo,2c0b89ed-6620-4511-8002-208db4b73591
153b93f2-7792-468a-9a02-200eb922b40c,0101010307,"",12f,Ururembo,2c0b89ed-6620-4511-8002-208db4b73591
b0d3e573-5566-4275-9e05-d7c424a558a2,01010104,[30.5581307#-2.0796460],12e,Kigarama,6f3fca9b-9800-42f8-aeb2-33fe1f212935
0e011279-6e7b-4a6a-89a0-b6f1beb6b21f,0101010401,"",12f,Ingenzi,b0d3e573-5566-4275-9e05-d7c424a558a2
db7a4c0a-91eb-49dd-9d3c-ad1dca552576,0101010402,"",12f,Sangwa,b0d3e573-5566-4275-9e05-d7c424a558a2
e822e071-7231-4704-9d08-f22b42384281,0101010403,"",12f,Umubano,b0d3e573-5566-4275-9e05-d7c424a558a2
2fbcf420-d957-4a4f-845c-8260736faf35,0101010404,"",12f,Umucyo,b0d3e573-5566-4275-9e05-d7c424a558a2
8d596a28-7ec0-4c97-9a31-6378490168a3,0101010405,"",12f,Umuhoza,b0d3e573-5566-4275-9e05-d7c424a558a2
69d0ef2f-6100-4015-9979-1e94ec08445e,0101010406,"",12f,Umurava,b0d3e573-5566-4275-9e05-d7c424a558a2
826b7aa4-e97f-44de-a066-c5ec81969d57,01010105,[29.400#-2.090],12e,Kinyange,6f3fca9b-9800-42f8-aeb2-33fe1f212935
013c6b1b-5782-437e-b37f-4996be7fe6c6,0101010501,"",12f,Akabugenewe,826b7aa4-e97f-44de-a066-c5ec81969d57
861a1802-dba4-45d0-86bf-4c3741ec4340,0101010502,"",12f,Ihuriro,826b7aa4-e97f-44de-a066-c5ec81969d57
bf3a9792-26dc-407e-a5a2-d4a1b790de9b,0101010503,"",12f,Isangano,826b7aa4-e97f-44de-a066-c5ec81969d57
8521d86d-2521-487c-ac39-06fdf0b4e25f,0101010504,"",12f,Isano,826b7aa4-e97f-44de-a066-c5ec81969d57
255b29fa-0996-4a43-8a94-1a5e5167c97b,0101010505,"",12f,Karitasi,826b7aa4-e97f-44de-a066-c5ec81969d57
f2a8404b-f5b5-4ff4-9b41-8905c9c9310f,0101010506,"",12f,Ubumanzi,826b7aa4-e97f-44de-a066-c5ec81969d57
84215079-3f8a-4b4e-9098-99d3fbe115d3,0101010507,"",12f,Uburezi,826b7aa4-e97f-44de-a066-c5ec81969d57
b34fff1b-ccba-4abb-a33e-8960bcd98b3a,0101010508,"",12f,Ubwiza,826b7aa4-e97f-44de-a066-c5ec81969d57
c2f60321-5ffe-4ba8-9b2e-4e969f21f511,0101010509,"",12f,Umucyo,826b7aa4-e97f-44de-a066-c5ec81969d57
fea2258d-6c91-44cb-87f6-e0b751e9c37c,0101010510,"",12f,Umwembe,826b7aa4-e97f-44de-a066-c5ec81969d57
a9a875dd-a76a-472c-929a-6b1f858ae440,0101010511,"",12f,Urugano,826b7aa4-e97f-44de-a066-c5ec81969d57
5bb78217-bf47-4441-adb9-94797a756018,01010106,[179.4079973#-17.3012384],12e,Kora,6f3fca9b-9800-42f8-aeb2-33fe1f212935
5ff5ac1a-987d-422e-9423-70926a5f269f,0101010601,"",12f,Isangano,5bb78217-bf47-4441-adb9-94797a756018
136d2f91-505d-4e73-893f-d8877a8d508c,0101010602,"",12f,Kanunga,5bb78217-bf47-4441-adb9-94797a756018
a2f68700-b147-4a8b-811f-ac3e061a404e,0101010603,"",12f,Kinyambo,5bb78217-bf47-4441-adb9-94797a756018
6e1d1f39-85b4-4581-be55-62c9d01633cb,0101010604,"",12f,Kivumu,5bb78217-bf47-4441-adb9-94797a756018
6eb54949-b53f-49ef-aaac-c07b437a27bc,0101010605,"",12f,Kora,5bb78217-bf47-4441-adb9-94797a756018
3a2948a9-7cd8-44f1-83a4-4187785cf9ee,0101010606,"",12f,Mpazi,5bb78217-bf47-4441-adb9-94797a756018
e093bef5-7054-482a-8b81-ee3b82195130,0101010607,"",12f,Rugano,5bb78217-bf47-4441-adb9-94797a756018
48caf40e-efb0-4a8a-9c7b-820839ae48c0,0101010608,"",12f,Rugari,5bb78217-bf47-4441-adb9-94797a756018
52bbdf97-24fb-4e83-b186-e851e3a00833,0101010609,"",12f,Ubumwe,5bb78217-bf47-4441-adb9-94797a756018
2aaef616-1619-4e00-8cad-c202034a6818,010102,[29.8969444#-1.9575000],12d,Kanyinya,29a049e2-ca22-4f0d-a147-03a1ef79c2af
26c64c97-a089-4b7c-9f67-a333d0ac44de,01010201,[30.0174067#-1.9235254],12e,Nyamweru,2aaef616-1619-4e00-8cad-c202034a6818
14142a34-1856-482c-8d4d-14c60defdff5,0101020101,"",12f,Bwimo,26c64c97-a089-4b7c-9f67-a333d0ac44de
936bc136-0854-4ba5-8c12-aaba2ee73e0e,0101020102,"",12f,Gatare,26c64c97-a089-4b7c-9f67-a333d0ac44de
d8fca04c-c800-4fd4-89e3-9bf16d0c904b,0101020103,"",12f,Mubuga,26c64c97-a089-4b7c-9f67-a333d0ac44de
2bbf181a-171d-4ece-9374-e83bb4d6c129,0101020104,"",12f,Nyakirambi,26c64c97-a089-4b7c-9f67-a333d0ac44de
c1232aca-d257-4cdb-921c-1fccd5c03015,0101020105,"",12f,Nyamweru,26c64c97-a089-4b7c-9f67-a333d0ac44de
824f0991-dc40-45e4-bbf5-c2cf2b74e28a,0101020106,"",12f,Ruhengeri,26c64c97-a089-4b7c-9f67-a333d0ac44de
d0f8473e-7e78-4021-b6a5-2128b4e23bca,01010202,[30.0000671#-1.9323857],12e,Nzove,2aaef616-1619-4e00-8cad-c202034a6818
050f6484-3b9e-4bf2-b8d3-dbaa3c262658,0101020201,"",12f,Bibungo,d0f8473e-7e78-4021-b6a5-2128b4e23bca
0f50a0e6-97a9-49f9-a3b7-d8ed5e68c877,0101020202,"",12f,Bwiza,d0f8473e-7e78-4021-b6a5-2128b4e23bca
01c9a4da-adaa-474e-8992-c3f69ec1a862,0101020203,"",12f,Gateko,d0f8473e-7e78-4021-b6a5-2128b4e23bca
673dc6c4-c875-4eb0-bd89-84083c8afc01,0101020204,"",12f,Kagasa,d0f8473e-7e78-4021-b6a5-2128b4e23bca
a0599fac-d3ef-4c4e-9e71-7ff66cebc9ba,0101020205,"",12f,Nyabihu,d0f8473e-7e78-4021-b6a5-2128b4e23bca
93def676-2fc2-4d94-9e80-e255a8ea36ba,0101020206,"",12f,RutagaraI,d0f8473e-7e78-4021-b6a5-2128b4e23bca
6d47b9ef-225e-477c-978e-b6ddf78b4b9d,0101020207,"",12f,RutagaraIi,d0f8473e-7e78-4021-b6a5-2128b4e23bca
a3b46736-c70f-4384-b152-f525371ec060,0101020208,"",12f,Ruyenzi,d0f8473e-7e78-4021-b6a5-2128b4e23bca
0d11bc16-e561-4edd-ab58-19a5edfc910c,01010203,[34.8949027#29.4925679],12e,Taba,2aaef616-1619-4e00-8cad-c202034a6818
ab31d1d1-ec59-463a-b6ab-39ac40ec8871,0101020301,"",12f,Kagaramira,0d11bc16-e561-4edd-ab58-19a5edfc910c
1d788acd-b3a0-45a7-abf7-cf57e3c318c8,0101020302,"",12f,Ngendo,0d11bc16-e561-4edd-ab58-19a5edfc910c
c1d13b32-87e1-4ac1-b529-0a1f093d4ba0,0101020303,"",12f,Nyarurama,0d11bc16-e561-4edd-ab58-19a5edfc910c
61e03e89-41ac-4c89-81cc-55d27d02573c,0101020304,"",12f,Nyarusange,0d11bc16-e561-4edd-ab58-19a5edfc910c
3076306c-4398-49e9-a9d3-4250bee3c88b,0101020305,"",12f,Rwakivumu,0d11bc16-e561-4edd-ab58-19a5edfc910c
7309b73c-50df-4bf7-9f72-2350eb87f3f8,0101020306,"",12f,Taba,0d11bc16-e561-4edd-ab58-19a5edfc910c
e0933274-7ee5-47b6-811f-bed700d46992,010103,[30.0587690#-1.9501060],12d,Kigali,29a049e2-ca22-4f0d-a147-03a1ef79c2af
83bfb704-89d0-4148-a022-1d9f19d41664,01010301,[30.0587690#-1.9501060],12e,Kigali,e0933274-7ee5-47b6-811f-bed700d46992
16de30fe-5cee-4a6d-820d-9458147d9de2,0101030101,"",12f,Akirwanda,83bfb704-89d0-4148-a022-1d9f19d41664
0ce06b98-f682-413e-a6a4-7ef19525a682,0101030102,"",12f,Gisenga,83bfb704-89d0-4148-a022-1d9f19d41664
b0c51d6e-4c5d-4c87-8a33-607ed1af4afc,0101030103,"",12f,Kadobogo,83bfb704-89d0-4148-a022-1d9f19d41664
81dd765a-b74f-4377-98cb-2231aedf30ec,0101030104,"",12f,Kagarama,83bfb704-89d0-4148-a022-1d9f19d41664
77267eb3-0601-4e56-a1ca-1ebbaa1c2720,0101030105,"",12f,Kibisogi,83bfb704-89d0-4148-a022-1d9f19d41664
befafb1e-40f0-4607-b52e-d27f9928141a,0101030106,"",12f,Muganza,83bfb704-89d0-4148-a022-1d9f19d41664
14ece599-2d80-4adf-bbb3-b8543206e6fb,0101030107,"",12f,Murama,83bfb704-89d0-4148-a022-1d9f19d41664
8ed728b6-ee0a-4984-9564-0407c443bc24,0101030108,"",12f,Rubuye,83bfb704-89d0-4148-a022-1d9f19d41664
cf6b8026-e06b-465d-80af-7bb91ce7d4b2,0101030109,"",12f,Ruhango,83bfb704-89d0-4148-a022-1d9f19d41664
fce4840e-e48e-433d-89fc-81b6b7bb94ce,0101030110,"",12f,Ryasharangabo,83bfb704-89d0-4148-a022-1d9f19d41664
01bde3ef-995d-4afe-bcad-4b5364df73d5,01010302,[30.0116271#-1.9876086],12e,Mwendo,e0933274-7ee5-47b6-811f-bed700d46992
d22f4008-b8db-44c1-96a4-3fb6906ee0e4,0101030201,"",12f,Agakomeye,01bde3ef-995d-4afe-bcad-4b5364df73d5
87100e71-1e73-489c-a32c-10c7deedb029,0101030202,"",12f,Akagugu,01bde3ef-995d-4afe-bcad-4b5364df73d5
c0794948-0498-44d0-a893-3e3a465f957f,0101030203,"",12f,Amahoro,01bde3ef-995d-4afe-bcad-4b5364df73d5
e45d0cec-6e79-44fa-ba21-7f8c872bd8e5,0101030204,"",12f,Amajyambere,01bde3ef-995d-4afe-bcad-4b5364df73d5
d819abfe-54db-4445-ae72-f309b4dea799,0101030205,"",12f,Birambo,01bde3ef-995d-4afe-bcad-4b5364df73d5
532a6ab9-6168-479b-9472-8ae6b6138a36,0101030206,"",12f,Isangano,01bde3ef-995d-4afe-bcad-4b5364df73d5
29e6287a-1bc1-491f-920c-3df8f1cff711,0101030207,"",12f,Kanyabami,01bde3ef-995d-4afe-bcad-4b5364df73d5
980b891a-e269-405f-aa92-85ecac92b789,0101030208,"",12f,Karambo,01bde3ef-995d-4afe-bcad-4b5364df73d5
d23f538a-11bf-4843-8ac3-a484de2af792,0101030209,"",12f,Mwendo,01bde3ef-995d-4afe-bcad-4b5364df73d5
c4fb8211-d62a-4e26-bb28-2111a8bc50de,0101030210,"",12f,Ruhuha,01bde3ef-995d-4afe-bcad-4b5364df73d5
3a03323a-683a-49f1-aea6-62a5cd4984e0,0101030211,"",12f,Ubuzima,01bde3ef-995d-4afe-bcad-4b5364df73d5
8c59e359-8e11-43ed-90b5-eb09ab8a33d3,0101030212,"",12f,Umutekano,01bde3ef-995d-4afe-bcad-4b5364df73d5
6456bfd4-45f9-425c-b672-9aaf91b5bb2d,01010303,[30.0145169#-1.9555528],12e,Nyabugogo,e0933274-7ee5-47b6-811f-bed700d46992
c9b53ca7-1c64-44d2-a1b8-1afa5933ea13,0101030301,"",12f,Gakoni,6456bfd4-45f9-425c-b672-9aaf91b5bb2d
edbb7469-41fa-4140-a935-54c4c97e524b,0101030302,"",12f,Gatare,6456bfd4-45f9-425c-b672-9aaf91b5bb2d
164b6bd3-c32f-421f-a4b3-d87d1d6d1259,0101030303,"",12f,Giticyinyoni,6456bfd4-45f9-425c-b672-9aaf91b5bb2d
ab41f96e-baca-43a7-acad-3183005d3bec,0101030304,"",12f,Kadobogo,6456bfd4-45f9-425c-b672-9aaf91b5bb2d
d97500a1-e1fc-4490-be8a-c5be81891d68,0101030305,"",12f,Kamenge,6456bfd4-45f9-425c-b672-9aaf91b5bb2d
c7cdbb7d-0d39-4965-9e4a-941264cd20ad,0101030306,"",12f,Karama,6456bfd4-45f9-425c-b672-9aaf91b5bb2d
b628d0ae-4975-4bdc-85c4-d1c1370ec2ae,0101030307,"",12f,Kiruhura,6456bfd4-45f9-425c-b672-9aaf91b5bb2d
ee3671e3-7f9b-4999-af2a-6780b9d649f0,0101030308,"",12f,Nyabikoni,6456bfd4-45f9-425c-b672-9aaf91b5bb2d
2e664652-fa89-454e-9743-c4401ab2122d,0101030309,"",12f,Nyabugogo,6456bfd4-45f9-425c-b672-9aaf91b5bb2d
fed85cf6-468d-4826-b862-45068fe35859,0101030310,"",12f,Ruhondo,6456bfd4-45f9-425c-b672-9aaf91b5bb2d
e09c929e-1412-4661-bf9d-4f7073046946,01010304,[30.0231861#-1.9745759],12e,Ruriba,e0933274-7ee5-47b6-811f-bed700d46992
9c88ac07-3af3-4e3c-bc43-ede16e333964,0101030401,"",12f,Misibya,e09c929e-1412-4661-bf9d-4f7073046946
eb1d3d25-fa89-495f-bf0b-3a5eff0ab5b8,0101030402,"",12f,Nyabitare,e09c929e-1412-4661-bf9d-4f7073046946
20fff37c-a1ea-4549-867f-902e14f50c55,0101030403,"",12f,Ruhango,e09c929e-1412-4661-bf9d-4f7073046946
69cdadb3-fd85-4279-a601-2274dd9f2049,0101030404,"",12f,Ruharabuge,e09c929e-1412-4661-bf9d-4f7073046946
5a4220bc-b269-4b64-a2d2-b91efbc001c6,0101030405,"",12f,Ruriba,e09c929e-1412-4661-bf9d-4f7073046946
ccbcf02b-ee99-4b1f-bc13-2bf91dec6b08,0101030406,"",12f,Ruzigimbogo,e09c929e-1412-4661-bf9d-4f7073046946
5a53b12b-4f0e-4279-8e8c-c0f7e8a77533,0101030407,"",12f,Ryamakomari,e09c929e-1412-4661-bf9d-4f7073046946
238edc36-cf7e-4c8b-ae81-cc12a115e0a2,0101030408,"",12f,Tubungo,e09c929e-1412-4661-bf9d-4f7073046946
ba454825-0b01-469a-adf2-ea165057f7b7,01010305,[29.0881728#-2.3725846],12e,Rwesero,e0933274-7ee5-47b6-811f-bed700d46992
b997544c-027c-463b-80ab-0a0d59e765cd,0101030501,"",12f,Akanyamirambo,ba454825-0b01-469a-adf2-ea165057f7b7
a8d06812-49dd-469d-81b3-0e17a7253a9e,0101030502,"",12f,Akinama,ba454825-0b01-469a-adf2-ea165057f7b7
13cbe1f8-5a80-4913-b2e9-f3da6121d7cc,0101030503,"",12f,Makaga,ba454825-0b01-469a-adf2-ea165057f7b7
07e4c748-8eea-4c27-91cb-1052a662bcd8,0101030504,"",12f,Musimba,ba454825-0b01-469a-adf2-ea165057f7b7
251d5b25-ed84-44ad-9c31-4f363d3fe745,0101030505,"",12f,Ruhogo,ba454825-0b01-469a-adf2-ea165057f7b7
a11ba2b1-9f8a-4561-80c4-5ae8f32acf5c,0101030506,"",12f,Rwesero,ba454825-0b01-469a-adf2-ea165057f7b7
1d20a4d6-861b-4550-8f15-282ecb4cecda,0101030507,"",12f,Rweza,ba454825-0b01-469a-adf2-ea165057f7b7
2302bd5e-4e73-4eae-98a5-5e1d99609dec,0101030508,"",12f,Vuganyana,ba454825-0b01-469a-adf2-ea165057f7b7
626414fc-017c-418d-93be-54dcc1a24926,010104,[30.0463012#-1.9527948],12d,Kimisagara,29a049e2-ca22-4f0d-a147-03a1ef79c2af
34e4d82d-cde1-44ac-a6e4-c41d1a66c12b,01010401,[30.0506348#-1.9601701],12e,Kamuhoza,626414fc-017c-418d-93be-54dcc1a24926
0dd8247b-eaec-499f-821f-34444c4de753,0101040101,"",12f,Buhoro,34e4d82d-cde1-44ac-a6e4-c41d1a66c12b
a378b951-5ad1-40e3-b976-41c04c604423,0101040102,"",12f,Busasamana,34e4d82d-cde1-44ac-a6e4-c41d1a66c12b
9c03bb9c-18e8-4ffb-a3c1-9d2cd83c604a,0101040103,"",12f,Isimbi,34e4d82d-cde1-44ac-a6e4-c41d1a66c12b
4e823736-f23f-4f6b-9393-bac8f2fcfa52,0101040104,"",12f,Ituze,34e4d82d-cde1-44ac-a6e4-c41d1a66c12b
3d08afd1-9746-47b6-962b-79e58bb9fa11,0101040105,"",12f,Karama,34e4d82d-cde1-44ac-a6e4-c41d1a66c12b
8f0a964a-57ef-41e1-9a10-4899b9b74e9b,0101040106,"",12f,Karwarugabo,34e4d82d-cde1-44ac-a6e4-c41d1a66c12b
e98c5257-abb6-40c3-ba40-3865a8ac8a1a,0101040107,"",12f,Kigabiro,34e4d82d-cde1-44ac-a6e4-c41d1a66c12b
4896c791-16f7-47d6-86ab-454aed7a20d7,0101040108,"",12f,Mataba,34e4d82d-cde1-44ac-a6e4-c41d1a66c12b
8cdebe3a-02b2-493b-b085-1ed0a7c5feee,0101040109,"",12f,Munini,34e4d82d-cde1-44ac-a6e4-c41d1a66c12b
80d507ce-2259-4c5f-baee-34ff278de392,0101040110,"",12f,Ntaraga,34e4d82d-cde1-44ac-a6e4-c41d1a66c12b
0f1c1771-bf45-424c-b6dd-56dc7f902ab9,0101040111,"",12f,Nunga,34e4d82d-cde1-44ac-a6e4-c41d1a66c12b
1ece687b-8988-49eb-8e6f-f3ca013c2560,0101040112,"",12f,Rurama,34e4d82d-cde1-44ac-a6e4-c41d1a66c12b
55020e2d-2e2c-4c8f-ae09-8b1dcb49e08c,0101040113,"",12f,Rutunga,34e4d82d-cde1-44ac-a6e4-c41d1a66c12b
8f9a755c-286f-424c-80ae-6847ca26e102,0101040114,"",12f,Tetero,34e4d82d-cde1-44ac-a6e4-c41d1a66c12b
0ed1f862-bfec-4dd7-a880-45c4cc0a92d0,01010402,[30.0506348#-1.9537751],12e,Katabaro,626414fc-017c-418d-93be-54dcc1a24926
2ec1e87d-7edd-4849-b715-ed69a889ecbd,0101040201,"",12f,Akamahoro,0ed1f862-bfec-4dd7-a880-45c4cc0a92d0
f36e5469-08e0-4df9-9807-ffcc15d325d0,0101040202,"",12f,Akishinge,0ed1f862-bfec-4dd7-a880-45c4cc0a92d0
bcf158c2-14ac-4861-9724-985de09fa7b2,0101040203,"",12f,Akishuri,0ed1f862-bfec-4dd7-a880-45c4cc0a92d0
2ad60aaa-9955-471a-bb06-a3bab103e75d,0101040204,"",12f,Amahumbezi,0ed1f862-bfec-4dd7-a880-45c4cc0a92d0
9fc53378-d1d2-4b2d-8c29-759188a37376,0101040205,"",12f,Inganzo,0ed1f862-bfec-4dd7-a880-45c4cc0a92d0
b7dc7930-9c00-458c-bd84-6fa81f836a13,0101040206,"",12f,Kigarama,0ed1f862-bfec-4dd7-a880-45c4cc0a92d0
ff976630-732b-4a08-9118-fced4f815fef,0101040207,"",12f,Mpazi,0ed1f862-bfec-4dd7-a880-45c4cc0a92d0
fd6cb9ed-ea01-4d14-b3b6-ace143c65ee6,0101040208,"",12f,Mugina,0ed1f862-bfec-4dd7-a880-45c4cc0a92d0
db7497a2-6ebb-4aa4-acc0-716c9b5b9f23,0101040209,"",12f,Ubumwe,0ed1f862-bfec-4dd7-a880-45c4cc0a92d0
dc1c6cb3-999a-4d11-be42-dd9c30b25990,0101040210,"",12f,Ubusabane,0ed1f862-bfec-4dd7-a880-45c4cc0a92d0
c144d9fa-f0e1-4491-ab51-2d46f24fc3fc,0101040211,"",12f,Umubano,0ed1f862-bfec-4dd7-a880-45c4cc0a92d0
aafc7d6a-5f57-45ac-bc1e-ba653c49749d,0101040212,"",12f,Umurinzi,0ed1f862-bfec-4dd7-a880-45c4cc0a92d0
3957f835-2e5f-45c2-bfff-037a2b687127,0101040213,"",12f,Uruyange,0ed1f862-bfec-4dd7-a880-45c4cc0a92d0
e1b76791-9370-455a-961f-a88bdbc3b8a5,01010403,[30.0463012#-1.9527948],12e,Kimisagara,626414fc-017c-418d-93be-54dcc1a24926
387cde64-61c4-45f3-8f42-b22b0119ec3d,0101040301,"",12f,Akabeza,e1b76791-9370-455a-961f-a88bdbc3b8a5
389fa9d0-0ab5-4461-a483-22ddff6a7cc2,0101040302,"",12f,Amahoro,e1b76791-9370-455a-961f-a88bdbc3b8a5
5eed8e9e-1712-4ae0-8ccb-8fcc1086532f,0101040303,"",12f,Birama,e1b76791-9370-455a-961f-a88bdbc3b8a5
0aeddc8a-9434-4bb9-bdd5-90f5a1bd22d9,0101040304,"",12f,Buhoro,e1b76791-9370-455a-961f-a88bdbc3b8a5
6be60365-63f0-4e67-a679-4549c3e091c0,0101040305,"",12f,Bwiza,e1b76791-9370-455a-961f-a88bdbc3b8a5
6691b13d-4609-4fa8-bcec-400170268e3c,0101040306,"",12f,Byimana,e1b76791-9370-455a-961f-a88bdbc3b8a5
4ba8f369-dae9-4384-8e8d-42aa67f1e0a5,0101040307,"",12f,Gakaraza,e1b76791-9370-455a-961f-a88bdbc3b8a5
64f1f103-861f-41bb-8b64-9a28eeaf9470,0101040308,"",12f,Gaseke,e1b76791-9370-455a-961f-a88bdbc3b8a5
e992b653-28f7-4675-86f0-0b18f05b94fd,0101040309,"",12f,Ihuriro,e1b76791-9370-455a-961f-a88bdbc3b8a5
0d5263af-3bb9-4876-b179-b1106c7dd54f,0101040310,"",12f,Inkurunziza,e1b76791-9370-455a-961f-a88bdbc3b8a5
4b346436-6462-4c4f-957b-99f1d630f3e5,0101040311,"",12f,Karambi,e1b76791-9370-455a-961f-a88bdbc3b8a5
0a1b2664-57ca-434b-bef1-08e6597d6e98,0101040312,"",12f,Kigina,e1b76791-9370-455a-961f-a88bdbc3b8a5
c4ac5732-5ec7-417c-b35d-1f363224dc6c,0101040313,"",12f,Kimisagara,e1b76791-9370-455a-961f-a88bdbc3b8a5
3a32c4b8-1386-42fb-9ad5-127a4c19cffe,0101040314,"",12f,Kove,e1b76791-9370-455a-961f-a88bdbc3b8a5
cdbe308e-dd85-4da0-bf9d-22341ec2b315,0101040315,"",12f,Muganza,e1b76791-9370-455a-961f-a88bdbc3b8a5
a50ed769-4df8-4d93-ba4b-54d5b5ba0672,0101040316,"",12f,Nyabugogo,e1b76791-9370-455a-961f-a88bdbc3b8a5
3d690c44-4f23-4924-a281-dabe6ce0d3cc,0101040317,"",12f,Nyagakoki,e1b76791-9370-455a-961f-a88bdbc3b8a5
54ba7b8e-7508-45c3-bd1a-ec8a7ff1522b,0101040318,"",12f,Nyakabingo,e1b76791-9370-455a-961f-a88bdbc3b8a5
038b9b21-30a1-4fee-8b16-b6de2f10efe3,0101040319,"",12f,Nyamabuye,e1b76791-9370-455a-961f-a88bdbc3b8a5
bde77895-01a3-40d2-9684-89fb16018808,0101040320,"",12f,Sangwa,e1b76791-9370-455a-961f-a88bdbc3b8a5
0110fe0d-76b9-44d2-9139-5de3e1c551fc,0101040321,"",12f,Sano,e1b76791-9370-455a-961f-a88bdbc3b8a5
b9419a00-ca9d-4af4-a33b-ff8ed7cd2fb4,010105,"",12d,Mageragere,29a049e2-ca22-4f0d-a147-03a1ef79c2af
2dbf61e8-8442-4628-b6cc-e6e996963c1b,01010501,[30.0260757#-2.0236113],12e,Kankuba,b9419a00-ca9d-4af4-a33b-ff8ed7cd2fb4
1bd86130-6e7b-4ea0-b4ef-e6ece72605f0,0101050101,"",12f,Kamatamu,2dbf61e8-8442-4628-b6cc-e6e996963c1b
f16091dc-1270-49bc-9e65-6392a17e477d,0101050102,"",12f,Kankuba,2dbf61e8-8442-4628-b6cc-e6e996963c1b
3cae0627-8ee3-4633-b7fe-68c3f847fa92,0101050103,"",12f,Karukina,2dbf61e8-8442-4628-b6cc-e6e996963c1b
